Potential,GSAslope,SS,FirstNorm,LastNorm,OrthogonalityDefect,Frobenius,TraceNorm,$L_{\infty}$-norm,DetOfLog,GSO_Linfty
74783.591331,0.057818,306073242.122417,3705.974636,5019.802387,155.198420,48588.232269,333482.002783,45814.000000,-193.074712,30382.000000
74769.413571,0.057648,304399833.726280,3705.974636,5019.802387,156.432448,49226.379828,339085.099845,46925.000000,-193.782176,30382.000000
74771.466368,0.057672,304582286.749996,3705.974636,5019.802387,155.540446,48783.891204,335754.096472,48903.000000,-193.136854,30382.000000
74782.530250,0.057805,304975053.460086,3705.974636,5019.802387,154.978375,48496.765717,333176.199601,48903.000000,-193.320087,30382.000000
74777.544782,0.057745,303931965.515421,3705.974636,5019.802387,154.239518,48094.692919,331705.554532,45689.000000,-193.501284,30382.000000
74788.462451,0.057876,304614013.773381,3705.974636,5019.802387,155.090080,48501.615746,334944.076008,46630.000000,-193.486271,30382.000000
74788.462451,0.057876,304614013.773381,3705.974636,5019.802387,155.106176,48510.410872,334645.051458,46630.000000,-193.375282,30382.000000
74794.609772,0.057950,305069015.399160,3705.974636,5019.802387,155.169437,48555.004274,334446.796006,46634.000000,-193.514838,30382.000000
74770.649179,0.057662,302931977.452816,3705.974636,5019.802387,156.005884,49001.674624,336202.883464,49541.000000,-193.042602,30382.000000
74758.666703,0.057519,301970354.633768,3705.974636,5019.802387,155.148212,48542.920534,335457.525360,45647.000000,-191.965810,30382.000000
74759.634993,0.057530,302030356.589487,3705.974636,5019.802387,155.244707,48646.574494,334741.519595,48789.000000,-192.778640,30382.000000
74761.157338,0.057548,302155641.342150,3705.974636,5019.802387,155.626955,48835.400531,335190.006343,50579.000000,-192.589492,30382.000000
74728.368002,0.057155,300036865.015413,3705.974636,5019.802387,154.450090,48191.372838,330120.917267,47342.000000,-192.901526,30382.000000
74728.368002,0.057155,300036865.015413,3705.974636,5019.802387,154.398838,48165.595688,329641.269414,47342.000000,-193.194326,30382.000000
74728.368002,0.057155,300036865.015413,3705.974636,5019.802387,154.367793,48150.571606,329568.771266,47342.000000,-193.316688,30382.000000
74728.368002,0.057155,300036865.015413,3705.974636,5019.802387,154.423606,48183.502644,329065.317131,47342.000000,-193.536268,30382.000000
74735.976207,0.057246,300188200.548019,3705.974636,5019.802387,154.601109,48270.407498,329725.252879,47171.000000,-193.433767,30382.000000
74735.976207,0.057246,300188200.548019,3705.974636,5019.802387,154.516489,48225.936383,329164.390266,47171.000000,-193.638101,30382.000000
74732.237425,0.057201,299949383.857305,3705.974636,5019.802387,154.591129,48298.590218,329313.892805,47985.000000,-193.204255,30382.000000
74732.237425,0.057201,299949383.857305,3705.974636,5019.802387,154.608430,48309.358990,328803.513777,47985.000000,-193.349820,30382.000000
74720.988422,0.057066,299493884.122170,3705.974636,5019.802387,154.478909,48198.386788,326856.953937,47171.000000,-193.459841,30382.000000
74720.988422,0.057066,299493884.122170,3705.974636,5019.802387,154.326545,48123.511738,325741.928550,47171.000000,-193.761123,30382.000000
74724.955198,0.057114,299514383.422294,3705.974636,5019.802387,155.131491,48526.998042,328324.927863,47171.000000,-193.452811,30382.000000
74724.092198,0.057104,299508189.168760,3705.974636,5019.802387,155.105927,48513.388626,327529.326639,47171.000000,-194.049095,30382.000000
74719.713505,0.057051,299412818.020438,3705.974636,5019.802387,154.911179,48425.774934,327241.260570,47171.000000,-193.810146,30382.000000
74719.150176,0.057044,299411133.127305,3705.974636,5019.802387,154.943865,48445.884830,326551.874109,47171.000000,-193.677342,30382.000000
74724.146730,0.057104,299367122.426180,3705.974636,5019.802387,155.224937,48616.829216,326043.947279,47657.000000,-193.902751,30382.000000
74724.100727,0.057104,299366519.679194,3705.974636,5019.802387,155.304703,48649.655312,325571.661428,47657.000000,-193.456293,30382.000000
74728.865549,0.057161,299386488.476794,3705.974636,5019.802387,155.145886,48564.500656,324695.551177,47657.000000,-193.657616,30382.000000
74728.227315,0.057153,299323844.065296,3705.974636,5019.802387,154.899524,48418.360526,324001.285243,47171.000000,-193.513004,30382.000000
74728.227315,0.057153,299323844.065296,3705.974636,5019.802387,154.981334,48463.310865,323351.190994,47171.000000,-193.996802,30382.000000
74728.227315,0.057153,299323844.065296,3705.974636,4780.859755,154.932564,48439.144336,322518.629994,47171.000000,-194.066121,30382.000000
74722.309088,0.057082,299104155.309144,3705.974636,5003.675749,155.257687,48637.472735,322383.005975,47485.000000,-194.100533,30382.000000
74722.309088,0.057082,299104155.309144,3705.974636,5003.675749,155.257687,48637.472735,322383.005975,47485.000000,-194.100533,30382.000000
74722.309088,0.057082,299104155.309144,3705.974636,5003.675749,155.257687,48637.472735,322383.005975,47485.000000,-194.100533,30382.000000
74722.309088,0.057082,299104155.309144,3705.974636,5003.675749,155.257687,48637.472735,322383.005975,47485.000000,-194.100533,30382.000000
74731.811083,0.057196,299169791.137971,3705.974636,5192.605319,155.663165,48830.776617,324816.034802,47171.000000,-194.049230,30382.000000
74731.811083,0.057196,299169791.137971,3705.974636,5192.605319,155.663165,48830.776617,324816.034802,47171.000000,-194.049230,30382.000000
74716.003505,0.057007,298843897.135289,3705.974636,4463.284105,154.303158,48175.117883,319631.335043,48527.000000,-194.592409,30382.000000
74716.003505,0.057007,298843897.135289,3705.974636,4463.284105,154.303158,48175.117883,319631.335043,48527.000000,-194.592409,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.650777,0.056978,298799902.662905,3705.974636,5634.092296,155.404609,48690.827226,324301.436808,48527.000000,-194.334343,30382.000000
74713.374554,0.056975,298798572.331462,3705.974636,4476.189674,154.958101,48455.308285,322879.691829,48527.000000,-193.873534,30382.000000
74713.374554,0.056975,298798572.331462,3705.974636,4476.189674,154.958101,48455.308285,322879.691829,48527.000000,-193.873534,30382.000000
74713.374554,0.056975,298798572.331462,3705.974636,4476.189674,154.958101,48455.308285,322879.691829,48527.000000,-193.873534,30382.000000
74713.374554,0.056975,298798572.331462,3705.974636,4476.189674,154.958101,48455.308285,322879.691829,48527.000000,-193.873534,30382.000000
74713.374554,0.056975,298798572.331462,3705.974636,4476.189674,154.958101,48455.308285,322879.691829,48527.000000,-193.873534,30382.000000
74713.374554,0.056975,298798572.331462,3705.974636,4476.189674,154.958101,48455.308285,322879.691829,48527.000000,-193.873534,30382.000000
74713.374554,0.056975,298798572.331462,3705.974636,4476.189674,154.958101,48455.308285,322879.691829,48527.000000,-193.873534,30382.000000
74713.374554,0.056975,298798572.331462,3705.974636,4476.189674,154.958101,48455.308285,322879.691829,48527.000000,-193.873534,30382.000000
74713.374554,0.056975,298798572.331462,3705.974636,4476.189674,154.958101,48455.308285,322879.691829,48527.000000,-193.873534,30382.000000
74713.374554,0.056975,298798572.331462,3705.974636,4476.189674,154.958101,48455.308285,322879.691829,48527.000000,-193.873534,30382.000000
74717.328032,0.057022,300525080.249911,3705.974636,4476.189674,153.792540,47911.721833,320333.950498,48527.000000,-193.417139,30382.000000
74723.766238,0.057100,302997799.878472,3705.974636,4476.189674,154.636771,48333.492063,321925.613185,48527.000000,-193.590298,30382.000000
74709.702674,0.056931,298798389.890387,3705.974636,4476.189674,154.458912,48249.019182,323122.097297,48527.000000,-193.727417,30382.000000
74705.478400,0.056880,296932048.435337,3705.974636,4476.189674,154.681109,48280.959353,323542.968039,48527.000000,-194.214966,30382.000000
74715.370491,0.056999,298379998.011433,3705.974636,4476.189674,154.975840,48466.654279,324324.028485,48527.000000,-194.275885,30382.000000
74727.591013,0.057146,301191335.711583,3705.974636,4476.189674,154.892429,48415.835860,325258.081183,48527.000000,-194.027659,30382.000000
74727.653090,0.057146,301252549.118083,3705.974636,4476.189674,155.081275,48482.246287,324609.740215,48527.000000,-193.989066,30382.000000
74728.808000,0.057160,301272431.598062,3705.974636,4476.189674,154.380164,48174.071864,322731.630167,48527.000000,-193.695228,30382.000000
74724.125060,0.057104,299910785.038635,3705.974636,4476.189674,154.763613,48331.305734,327360.752468,48527.000000,-193.780289,30382.000000
74726.439256,0.057132,300297905.241199,3705.974636,4476.189674,154.708797,48249.476329,326224.322643,48527.000000,-193.601016,30382.000000
74721.822459,0.057076,299323736.418397,3705.974636,4476.189674,155.197954,48523.129382,327955.462858,48527.000000,-194.028122,30382.000000
74726.974530,0.057138,299969459.724586,3705.974636,4476.189674,155.512372,48662.377552,329788.889766,48527.000000,-193.883383,30382.000000
74735.363494,0.057239,301308690.611087,3705.974636,4476.189674,155.637077,48742.345604,328656.797089,48527.000000,-193.526631,30382.000000
74733.044180,0.057211,300598062.236362,3705.974636,4476.189674,155.070887,48459.022390,327700.009597,48527.000000,-193.289647,30382.000000
74737.399039,0.057263,301124915.699933,3705.974636,4476.189674,154.757739,48346.597843,328557.880136,48527.000000,-193.748619,30382.000000
74744.534322,0.057349,301368252.795850,3705.974636,4476.189674,154.868787,48385.462517,328937.010734,48527.000000,-192.888859,30382.000000
74749.970516,0.057414,302164827.782137,3705.974636,4476.189674,154.555982,48224.168972,328799.578227,48527.000000,-193.249079,30382.000000
74758.317072,0.057514,303159699.452437,3705.974636,4476.189674,155.132335,48532.064092,330986.432920,48527.000000,-193.296404,30382.000000
74763.807636,0.057580,303676907.754591,3705.974636,4476.189674,155.076464,48510.595636,331439.165911,48527.000000,-193.127260,30382.000000
74762.375622,0.057563,302763598.656413,3705.974636,4476.189674,154.713956,48334.122512,331572.033452,48527.000000,-193.324919,30382.000000
74760.802001,0.057544,302080825.544325,3705.974636,4476.189674,153.669545,47847.103517,327653.232883,48527.000000,-194.238968,30382.000000
74760.802001,0.057544,302080825.544325,3705.974636,4476.189674,153.696411,47859.431651,327653.646583,48527.000000,-193.183499,30382.000000
74760.802001,0.057544,302080825.544325,3705.974636,4476.189674,153.779566,47904.346984,327790.031171,48527.000000,-194.621056,30382.000000
74753.093915,0.057452,301111796.273596,3705.974636,4476.189674,155.240999,48566.476998,333651.816581,48527.000000,-192.588853,30382.000000
74748.737565,0.057399,300788335.204621,3705.974636,4476.189674,155.206151,48555.427812,332289.848740,48527.000000,-193.808099,30382.000000
74748.459299,0.057396,300778036.244955,3705.974636,4476.189674,155.142815,48524.709293,331762.408467,48527.000000,-193.791087,30382.000000
74763.756763,0.057580,301756253.110982,3705.974636,4476.189674,155.688685,48817.137247,333771.842269,48527.000000,-193.129473,30382.000000
74773.412160,0.057696,302348162.397347,3705.974636,4476.189674,155.007477,48492.585217,333152.518174,48558.000000,-193.210644,30382.000000
74774.583188,0.057710,302032082.112002,3705.974636,4476.189674,154.743511,48415.434068,333693.146238,48527.000000,-193.375855,30382.000000
74773.395300,0.057695,301923339.311102,3705.974636,4476.189674,154.524243,48309.444449,332897.125629,48527.000000,-193.191655,30382.000000
74771.858664,0.057677,301721427.269812,3705.974636,4476.189674,154.740638,48368.537005,331696.828029,48527.000000,-193.506016,30382.000000
74771.953451,0.057678,301888524.588480,3705.974636,4476.189674,154.479330,48224.270331,331339.980371,48527.000000,-193.646373,30382.000000
74782.103305,0.057800,302338023.400759,3705.974636,4476.189674,154.528483,48259.840831,331513.806226,48527.000000,-193.808993,30382.000000
74783.736050,0.057819,302150863.849436,3705.974636,4476.189674,154.553041,48252.323871,331687.721883,48527.000000,-192.721814,30382.000000
74786.172128,0.057849,301493664.671566,3705.974636,4476.189674,154.324830,48192.031291,330524.905353,48527.000000,-193.288654,30382.000000
74790.742081,0.057903,300730735.842408,3705.974636,4476.189674,155.395594,48734.907418,334328.846026,48527.000000,-193.241483,30382.000000
74785.349285,0.057839,300378762.013639,3705.974636,4476.189674,154.255402,48091.319061,330785.609447,45486.000000,-193.424373,30382.000000
74771.010378,0.057667,299128581.038567,3705.974636,4476.189674,154.762975,48371.978304,332507.049951,45642.000000,-192.837930,30382.000000
74777.809258,0.057748,299371306.471242,3705.974636,4476.189674,155.074525,48517.717351,334795.034086,46100.000000,-193.086794,30382.000000
74779.002085,0.057763,299241624.484593,3705.974636,4476.189674,154.033073,47993.265246,331700.585076,47301.000000,-192.547259,30382.000000
74758.970366,0.057522,297738055.407764,3705.974636,4476.189674,154.308119,48086.663962,331689.868573,45800.000000,-192.734073,30382.000000
74758.970366,0.057522,297738055.407764,3705.974636,4476.189674,154.459753,48166.467257,331725.977912,45800.000000,-192.438232,30382.000000
74758.970366,0.057522,297738055.407764,3705.974636,4476.189674,154.455232,48164.062775,331475.619271,45800.000000,-192.784367,30382.000000
74770.649565,0.057662,298002911.090511,3705.974636,4476.189674,154.009983,47957.551950,329821.621980,45800.000000,-193.161029,30382.000000
74770.273408,0.057658,298002393.115620,3705.974636,4476.189674,154.001101,47952.743185,329091.993041,45800.000000,-193.397340,30382.000000
74769.982939,0.057654,297993668.548209,3705.974636,4476.189674,154.022769,47973.319126,328198.559860,46448.000000,-193.442218,30382.000000
74769.887919,0.057653,297990892.415063,3705.974636,4476.189674,154.044726,47985.007784,327726.933462,46448.000000,-193.609545,30382.000000
74767.821128,0.057628,297805070.803842,3705.974636,4476.189674,153.976111,47923.104104,326294.004353,45808.000000,-193.065693,30382.000000
74767.821128,0.057628,297805070.803842,3705.974636,4476.189674,154.144228,48005.603996,326202.175359,45808.000000,-193.243261,30382.000000
74776.614089,0.057734,297821050.070674,3705.974636,4476.189674,153.763317,47823.971176,325153.304644,45954.000000,-193.047548,30382.000000
74776.614089,0.057734,297821050.070674,3705.974636,4476.189674,153.788557,47835.584788,324614.289822,45954.000000,-192.875008,30382.000000
74783.658074,0.057818,297883917.549137,3705.974636,4476.189674,153.766447,47865.287119,324909.752478,46787.000000,-193.178990,30382.000000
74783.658074,0.057818,297883917.549137,3705.974636,4476.189674,153.690058,47827.829482,324078.417250,46787.000000,-193.617187,30382.000000
74783.658074,0.057818,297883917.549137,3705.974636,4476.189674,153.550224,47765.275086,322547.522354,46787.000000,-193.749395,30382.000000
74783.658074,0.057818,297883917.549137,3705.974636,4476.189674,153.548703,47764.419236,321904.495992,46787.000000,-193.732002,30382.000000
74761.403670,0.057551,297386620.714431,3705.974636,4476.189674,154.097171,48016.386328,322762.345532,46212.000000,-192.936526,30382.000000
74761.204578,0.057549,297385626.493365,3705.974636,4476.189674,154.069587,48003.315208,322024.677634,46212.000000,-193.611101,30382.000000
74762.264981,0.057562,297196686.995181,3705.974636,4476.189674,153.746257,47841.305427,319548.882202,46212.000000,-194.134437,30382.000000
74762.264981,0.057562,297196686.995181,3705.974636,5550.097747,153.961300,47953.704925,319432.358988,46212.000000,-194.310293,30382.000000
74743.795703,0.057340,296582583.419703,3705.974636,4668.423288,154.127179,48034.526895,319488.334851,45977.000000,-193.903660,30382.000000
74743.795703,0.057340,296582583.419703,3705.974636,4668.423288,154.127179,48034.526895,319488.334851,45977.000000,-193.903660,30382.000000
74743.795703,0.057340,296582583.419703,3705.974636,4668.423288,154.127179,48034.526895,319488.334851,45977.000000,-193.903660,30382.000000
74743.795703,0.057340,296582583.419703,3705.974636,4668.423288,154.127179,48034.526895,319488.334851,45977.000000,-193.903660,30382.000000
74716.967334,0.057018,296016915.510788,3705.974636,4896.966714,154.182585,48073.238002,320299.248711,45977.000000,-194.030367,30382.000000
74716.967334,0.057018,296016915.510788,3705.974636,4896.966714,154.182585,48073.238002,320299.248711,45977.000000,-194.030367,30382.000000
74713.766807,0.056980,295927484.414571,3705.974636,4437.746275,153.835728,47893.410685,319289.413055,45977.000000,-194.112146,30382.000000
74713.766807,0.056980,295927484.414571,3705.974636,4437.746275,153.835728,47893.410685,319289.413055,45977.000000,-194.112146,30382.000000
74713.766807,0.056980,295927484.414571,3705.974636,4437.746275,153.835728,47893.410685,319289.413055,45977.000000,-194.112146,30382.000000
74717.699721,0.057027,295928859.672062,3705.974636,5208.598564,154.394176,48175.058464,321076.570113,46731.000000,-194.242264,30382.000000
74711.696507,0.056955,295864704.296066,3705.974636,5374.600450,154.321038,48131.596005,320576.131800,45977.000000,-193.813730,30382.000000
74711.235815,0.056949,295842621.740208,3705.974636,5519.658957,154.169698,48067.986706,319897.865116,45977.000000,-194.007344,30382.000000
74711.235815,0.056949,295842621.740208,3705.974636,5519.658957,154.169698,48067.986706,319897.865116,45977.000000,-194.007344,30382.000000
74711.094472,0.056948,295836188.486828,3705.974636,5408.832314,154.144251,48046.599796,319304.881409,45977.000000,-194.201911,30382.000000
74711.094472,0.056948,295836188.486828,3705.974636,5408.832314,154.144251,48046.599796,319304.881409,45977.000000,-194.201911,30382.000000
74711.094472,0.056948,295836188.486828,3705.974636,5408.832314,154.144251,48046.599796,319304.881409,45977.000000,-194.201911,30382.000000
74711.094472,0.056948,295836188.486828,3705.974636,5408.832314,154.144251,48046.599796,319304.881409,45977.000000,-194.201911,30382.000000
74711.094472,0.056948,295836188.486828,3705.974636,5408.832314,154.144251,48046.599796,319304.881409,45977.000000,-194.201911,30382.000000
74711.094472,0.056948,295836188.486828,3705.974636,5408.832314,154.144251,48046.599796,319304.881409,45977.000000,-194.201911,30382.000000
74709.033186,0.056923,295805920.128329,3705.974636,5408.832314,154.348862,48130.511819,319248.402828,45977.000000,-194.008038,30382.000000
74709.033186,0.056923,295805920.128329,3705.974636,5408.832314,154.348862,48130.511819,319248.402828,45977.000000,-194.008038,30382.000000
74709.033186,0.056923,295805920.128329,3705.974636,5408.832314,154.348862,48130.511819,319248.402828,45977.000000,-194.008038,30382.000000
74709.033186,0.056923,295805920.128329,3705.974636,5408.832314,154.348862,48130.511819,319248.402828,45977.000000,-194.008038,30382.000000
74709.033186,0.056923,295805920.128329,3705.974636,5408.832314,154.348862,48130.511819,319248.402828,45977.000000,-194.008038,30382.000000
74709.103755,0.056924,295805687.980128,3705.974636,5300.547047,154.671131,48286.207461,320847.164123,45977.000000,-193.782317,30382.000000
74709.186404,0.056925,295806051.565465,3705.974636,5300.547047,154.564303,48244.126140,320012.568537,46611.000000,-194.568175,30382.000000
74709.186404,0.056925,295806051.565465,3705.974636,5300.547047,154.564303,48244.126140,320012.568537,46611.000000,-194.568175,30382.000000
74709.186404,0.056925,295806051.565465,3705.974636,5300.547047,154.564303,48244.126140,320012.568537,46611.000000,-194.568175,30382.000000
74708.842787,0.056921,295803977.753963,3705.974636,4701.857718,154.586498,48248.796172,320805.609569,46611.000000,-193.655648,30382.000000
74708.842787,0.056921,295803977.753963,3705.974636,4701.857718,154.586498,48248.796172,320805.609569,46611.000000,-193.655648,30382.000000
74708.842787,0.056921,295803977.753963,3705.974636,4701.857718,154.586498,48248.796172,320805.609569,46611.000000,-193.655648,30382.000000
74708.842787,0.056921,295803977.753963,3705.974636,4701.857718,154.586498,48248.796172,320805.609569,46611.000000,-193.655648,30382.000000
74708.842787,0.056921,295803977.753963,3705.974636,4701.857718,154.586498,48248.796172,320805.609569,46611.000000,-193.655648,30382.000000
74707.555520,0.056905,295798684.227312,3705.974636,4701.857718,154.611962,48263.716123,321000.518303,46611.000000,-194.362354,30382.000000
74707.555520,0.056905,295798684.227312,3705.974636,4701.857718,154.611962,48263.716123,321000.518303,46611.000000,-194.362354,30382.000000
74707.555520,0.056905,295798684.227312,3705.974636,4701.857718,154.611962,48263.716123,321000.518303,46611.000000,-194.362354,30382.000000
74707.676897,0.056907,295798648.920243,3705.974636,4753.931531,154.611962,48263.716123,321000.518303,46611.000000,-194.344701,30382.000000
74707.675151,0.056907,295798643.352259,3705.974636,4367.294929,154.527134,48227.167593,320782.669454,46611.000000,-194.343616,30382.000000
74707.675151,0.056907,295798643.352259,3705.974636,4367.294929,154.527134,48227.167593,320782.669454,46611.000000,-194.343616,30382.000000
74707.675151,0.056907,295798643.352259,3705.974636,4367.294929,154.527134,48227.167593,320782.669454,46611.000000,-194.343616,30382.000000
74707.675151,0.056907,295798643.352259,3705.974636,4367.294929,154.527134,48227.167593,320782.669454,46611.000000,-194.343616,30382.000000
74710.958066,0.056946,297242032.956406,3705.974636,4367.294929,153.879348,47918.645421,320092.146846,46611.000000,-194.171269,30382.000000
74710.958066,0.056946,297242032.956406,3705.974636,4367.294929,153.879348,47918.645421,320092.146846,46611.000000,-194.171269,30382.000000
74709.878380,0.056933,297025601.367569,3705.974636,4367.294929,154.332335,48122.752519,320841.078711,46611.000000,-194.351318,30382.000000
74710.909372,0.056945,296345221.912503,3705.974636,4367.294929,154.390547,48132.878420,322103.253300,46611.000000,-193.543247,30382.000000
74710.909372,0.056945,296345221.912503,3705.974636,4367.294929,154.387578,48131.316510,322027.665643,46611.000000,-193.921337,30382.000000
74708.944341,0.056922,295641526.139135,3705.974636,4367.294929,154.912375,48375.025612,324326.590147,46611.000000,-194.467358,30382.000000
74702.639998,0.056846,294215603.729928,3705.974636,4367.294929,154.579488,48254.252144,323449.265595,47472.000000,-193.726038,30382.000000
74704.845921,0.056873,294917445.945490,3705.974636,4367.294929,154.297808,48113.807384,323895.787998,46611.000000,-193.245717,30382.000000
74705.398695,0.056879,294941431.139844,3705.974636,4367.294929,153.879485,47911.396692,322563.071956,46611.000000,-193.957188,30382.000000
74707.054136,0.056899,295502752.362227,3705.974636,4367.294929,154.429463,48190.657279,323645.308639,46611.000000,-194.350339,30382.000000
74708.514934,0.056917,295885453.300824,3705.974636,4367.294929,154.469258,48186.918474,323397.651736,46611.000000,-193.841275,30382.000000
74707.379735,0.056903,295432636.883188,3705.974636,4367.294929,153.944125,47941.243611,322997.862116,46611.000000,-194.553598,30382.000000
74714.494688,0.056988,296973390.237339,3705.974636,4367.294929,153.907182,47959.633193,323574.836148,46743.000000,-194.470028,30382.000000
74720.002489,0.057055,297965635.292476,3705.974636,4367.294929,153.891642,47932.874929,324153.145513,46611.000000,-193.783043,30382.000000
74723.822988,0.057100,298081492.425520,3705.974636,4367.294929,154.007222,47996.439066,324496.684418,46611.000000,-194.308995,30382.000000
74731.109674,0.057188,299264474.092799,3705.974636,4367.294929,154.491833,48207.928300,323466.631506,46611.000000,-193.616021,30382.000000
74722.404095,0.057083,297426067.035440,3705.974636,4367.294929,155.085289,48512.571484,328486.172347,47205.000000,-193.851602,30382.000000
74722.404095,0.057083,297426067.035440,3705.974636,4367.294929,155.112123,48523.570283,328365.853729,47205.000000,-193.760018,30382.000000
74729.035586,0.057163,298048494.208777,3705.974636,4367.294929,155.518442,48716.395957,330639.662992,46611.000000,-194.180894,30382.000000
74736.882456,0.057257,298812462.930222,3705.974636,4367.294929,155.307276,48673.642755,328279.790480,46628.000000,-194.422799,30382.000000
74745.515420,0.057361,299833796.217176,3705.974636,4367.294929,155.176684,48596.691564,329205.504353,46611.000000,-193.599291,30382.000000
74751.261222,0.057430,300201165.542031,3705.974636,4367.294929,154.899912,48424.959329,328463.213641,46611.000000,-194.056068,30382.000000
74749.181617,0.057405,299952459.882474,3705.974636,4367.294929,154.620623,48326.635378,330482.489890,46611.000000,-193.979120,30382.000000
74752.864406,0.057449,300106772.022880,3705.974636,4367.294929,154.933993,48473.580949,330572.647404,46611.000000,-193.713546,30382.000000
74751.466059,0.057432,299997208.140498,3705.974636,4367.294929,154.934035,48486.512774,330086.603847,47098.000000,-193.534623,30382.000000
74754.208940,0.057465,300457160.933024,3705.974636,4367.294929,155.282605,48632.557212,331037.225102,46847.000000,-194.040497,30382.000000
74767.810821,0.057628,301425416.492830,3705.974636,4367.294929,154.371964,48191.832140,328747.601457,46611.000000,-193.619346,30382.000000
74774.485700,0.057708,301474643.798772,3705.974636,4367.294929,154.615167,48278.555426,330531.766901,46611.000000,-193.789982,30382.000000
74763.024213,0.057571,300170210.228089,3705.974636,4367.294929,155.617689,48783.593051,332885.463688,46903.000000,-193.687303,30382.000000
74750.163080,0.057416,298216825.203608,3705.974636,4367.294929,154.982499,48472.128156,333574.802603,46611.000000,-193.229878,30382.000000
74766.547237,0.057613,299248931.963914,3705.974636,4367.294929,155.082267,48523.481419,333264.297126,46611.000000,-194.214990,30382.000000
74773.732426,0.057699,299384305.961603,3705.974636,4367.294929,154.749077,48369.625717,331466.463373,46611.000000,-193.267061,30382.000000
74741.689136,0.057315,296751766.493591,3705.974636,4367.294929,155.342890,48634.338383,334297.589215,46611.000000,-193.742883,30382.000000
74738.973926,0.057282,295766681.950068,3705.974636,4367.294929,154.242651,48047.039888,330098.853661,46611.000000,-193.144838,30382.000000
74750.018981,0.057415,296222280.418938,3705.974636,4367.294929,154.100208,47988.606241,328885.144347,46611.000000,-193.018400,30382.000000
74752.740531,0.057447,296379078.223168,3705.974636,4367.294929,154.540253,48218.748843,331164.137085,46611.000000,-193.417931,30382.000000
74753.314797,0.057454,296384746.071667,3705.974636,4367.294929,154.163580,48023.366209,330231.502046,46611.000000,-192.870902,30382.000000
74753.429234,0.057456,296294714.260550,3705.974636,4367.294929,154.076062,47988.605325,330672.967560,46881.000000,-193.224665,30382.000000
74750.928291,0.057426,296001242.076747,3705.974636,4367.294929,153.305089,47622.929645,327934.942619,46611.000000,-193.128270,30382.000000
74750.928291,0.057426,296001242.076747,3705.974636,4367.294929,153.325101,47635.675035,326918.701801,46611.000000,-193.572952,30382.000000
74750.928291,0.057426,296001242.076747,3705.974636,4367.294929,153.398146,47679.955778,326843.810427,47028.000000,-193.849418,30382.000000
74759.572086,0.057529,296095792.441243,3705.974636,4367.294929,153.634501,47776.351723,328341.655134,46611.000000,-193.759305,30382.000000
